Date,Open,High,Low,Volatility,Close,Adj Close,Volume
2010-08-22,0.066,0.06688999999999999,0.063,6.174603,0.06491,0.06491,281
2010-08-23,0.06491,0.0665,0.06491,2.449546,0.065,0.065,444
2010-08-24,0.065,0.0665,0.0641,3.744150,0.0648,0.0648,278
2010-08-25,0.0648,0.0658,0.064,2.812500,0.064,0.064,251
2010-08-26,0.064,0.065,0.063,3.174603,0.065,0.065,583
2010-08-27,0.065,0.065,0.0641,1.404056,0.0641,0.0641,399
2010-08-28,0.0641,0.0648,0.064,1.250000,0.064,0.064,204
2010-08-29,0.064,0.069,0.03211,114.886328,0.06497,0.06497,2135
2010-08-30,0.06497,0.0649,0.06,8.166667,0.06,0.06,933
2010-08-31,0.06,0.0629,0.05961,5.519208,0.0629,0.0629,436
2010-09-01,0.0629,0.0634,0.0601,5.490849,0.0634,0.0634,498
2010-09-02,0.0634,0.063,0.06085,3.533279,0.06085,0.06085,54
2010-09-03,0.06085,0.06238,0.0612,1.928105,0.06238,0.06238,202
2010-09-04,0.06238,0.064,0.0605,5.785124,0.0616,0.0616,527
2010-09-05,0.0616,0.0627,0.0616,1.785714,0.0616,0.0616,56
2010-09-06,0.0616,0.06201,0.0603,2.835821,0.061,0.061,212
2010-09-07,0.061,0.062,0.060989999999999996,1.656009,0.062,0.062,143
2010-09-08,0.062,0.0624,0.06109,2.144377,0.061110000000000005,0.061110000000000005,107
2010-09-09,0.061110000000000005,0.0618,0.06014,2.760226,0.0618,0.0618,301
2010-09-10,0.0618,0.065,0.0619,5.008078,0.06366000000000001,0.06366000000000001,491
2010-09-11,0.06366000000000001,0.0621,0.0615,0.975610,0.0615,0.0615,48
2010-09-12,0.0615,0.064,0.0607,5.436573,0.062189999999999995,0.062189999999999995,632
2010-09-13,0.062189999999999995,0.175,0.061,186.885246,0.061989999999999996,0.061989999999999996,876
2010-09-14,0.061989999999999996,0.0625,0.0604,3.476821,0.0604,0.0604,223
2010-09-15,0.0604,0.0619,0.0618,0.161812,0.0619,0.0619,45
2010-09-16,0.0619,0.0609,0.059,3.220339,0.059,0.059,438
2010-09-17,0.059,0.061,0.05761,5.884395,0.061,0.061,427
2010-09-18,0.061,0.0627,0.06,4.500000,0.0627,0.0627,797
2010-09-19,0.0627,0.0634,0.062,2.258065,0.0621,0.0621,891
2010-09-20,0.0621,0.0633,0.0623,1.605136,0.06265,0.06265,359
2010-09-21,0.06265,0.0624,0.061470000000000004,1.512933,0.0622,0.0622,717
2010-09-22,0.0622,0.063,0.0615,2.439024,0.062310000000000004,0.062310000000000004,970
2010-09-23,0.062310000000000004,0.0624,0.06209,0.499275,0.0622,0.0622,42
2010-09-24,0.0622,0.0624,0.0617,1.134522,0.062020000000000006,0.062020000000000006,133
2010-09-25,0.062020000000000006,0.062279999999999995,0.061860000000000005,0.678952,0.062,0.062,748
2010-09-26,0.062,0.062279999999999995,0.0619,0.613893,0.0622,0.0622,668
2010-09-27,0.0622,0.06271,0.0617,1.636953,0.0619,0.0619,439
2010-09-28,0.0619,0.062,0.0615,0.813008,0.06191,0.06191,1450
2010-09-29,0.06191,0.0619,0.06155,0.568643,0.0619,0.0619,488
2010-09-30,0.0619,0.062,0.06189,0.177735,0.061970000000000004,0.061970000000000004,106
2010-10-01,0.061970000000000004,0.06191,0.06125,1.077551,0.0614,0.0614,802
2010-10-02,0.0614,0.0614,0.061,0.655738,0.061110000000000005,0.061110000000000005,439
2010-10-03,0.061110000000000005,0.062,0.06081,1.956915,0.0613,0.0613,2079
2010-10-04,0.0613,0.06301,0.0609,3.464696,0.0614,0.0614,1699
2010-10-05,0.0614,0.0635,0.0612,3.758170,0.06281,0.06281,2091
2010-10-06,0.06281,0.067,0.0628,6.687898,0.067,0.067,2812
2010-10-07,0.067,0.088,0.01,780.000000,0.08685,0.08685,10784
2010-10-08,0.08685,0.12,0.068,76.470588,0.0938,0.0938,16104
2010-10-09,0.0938,0.1301,0.07998999999999999,62.645331,0.0965,0.0965,4889
2010-10-10,0.0965,0.103,0.091,13.186813,0.095,0.095,1395
2010-10-11,0.095,0.099,0.082,20.731707,0.0949,0.0949,2396
2010-10-12,0.0949,0.105,0.092,14.130435,0.105,0.105,4558
2010-10-13,0.105,0.1045,0.065,60.769231,0.102,0.102,3701
2010-10-14,0.102,0.119,0.092,29.347826,0.105,0.105,2554
2010-10-15,0.105,0.103,0.1,3.000000,0.101,0.101,633
2010-10-16,0.101,0.1045,0.1,4.500000,0.102,0.102,1857
2010-10-17,0.102,0.103,0.097,6.185567,0.1024,0.1024,2591
2010-10-18,0.1024,0.1019,0.097,5.051546,0.097,0.097,623
2010-10-19,0.097,0.103,0.094,9.574468,0.099,0.099,3221
2010-10-20,0.099,0.109,0.097,12.371134,0.107,0.107,4616
2010-10-21,0.107,0.109,0.1015,7.389163,0.1025,0.1025,3665
2010-10-22,0.1025,0.109,0.1045,4.306220,0.1055,0.1055,481
2010-10-23,0.1055,0.19,0.108,75.925926,0.115,0.115,1560
2010-10-24,0.115,0.19,0.09009,110.900211,0.132,0.132,4450
2010-10-25,0.132,0.18,0.133,35.338346,0.1503,0.1503,2995
2010-10-26,0.1503,0.19,0.151,25.827815,0.1877,0.1877,11594
2010-10-27,0.1877,0.191,0.1731,10.340843,0.1731,0.1731,4009
2010-10-28,0.1731,0.19,0.173,9.826590,0.19,0.19,5380
2010-10-29,0.19,0.199,0.1875,6.133333,0.1989,0.1989,5112
2010-10-30,0.1989,0.1989,0.171,16.315789,0.1925,0.1925,7829
2010-11-01,0.1925,0.1955,0.172,13.662791,0.1955,0.1955,4049
2010-11-02,0.1955,0.195,0.1905,2.362205,0.1938,0.1938,1121
2010-11-03,0.1938,0.275,0.125,120.000000,0.1931,0.1931,11769
2010-11-04,0.1931,0.236,0.1934,22.026887,0.23,0.23,6229
2010-11-05,0.23,0.2639,0.2101,25.606854,0.26,0.26,8757
2010-11-06,0.26,0.5,0.2402,108.159867,0.39,0.39,9396
2010-11-07,0.39,0.47,0.286,64.335664,0.34,0.34,27937
2010-11-08,0.34,0.37,0.2261,63.644405,0.243,0.243,38339
2010-11-09,0.243,0.323,0.199,62.311558,0.21,0.21,12808
2010-11-10,0.21,0.24,0.14,71.428571,0.24,0.24,6110
2010-11-11,0.24,0.24,0.21,14.285714,0.2231,0.2231,1111
2010-11-12,0.2231,0.29,0.223,30.044843,0.2682,0.2682,10494
2010-11-13,0.2682,0.3,0.2683,11.815132,0.276,0.276,6351
2010-11-14,0.276,0.299,0.2702,10.658771,0.279,0.279,4793
2010-11-15,0.279,0.2828,0.2682,5.443699,0.2682,0.2682,2337
2010-11-16,0.2682,0.275,0.223,23.318386,0.223,0.223,8609
2010-11-17,0.223,0.29,0.2116,37.051040,0.2299,0.2299,8662
2010-11-18,0.2299,0.283,0.2221,27.420081,0.2678,0.2678,10253
2010-11-19,0.2678,0.28,0.2682,4.399702,0.28,0.28,583
2010-11-20,0.28,0.29,0.2682,8.128262,0.283,0.283,4119
2010-11-21,0.283,0.282,0.2763,2.062975,0.2767,0.2767,212
2010-11-22,0.2767,0.2879,0.269,7.026022,0.2879,0.2879,7818
2010-11-23,0.2879,0.2845,0.276,3.079710,0.2829,0.2829,1361
2010-11-24,0.2829,0.283,0.2761,2.499095,0.283,0.283,710
2010-11-25,0.283,0.2825,0.278,1.618705,0.28,0.28,469
2010-11-26,0.28,0.289,0.2761,4.672220,0.2844,0.2844,9510
2010-11-27,0.2844,0.2844,0.2826,0.636943,0.283,0.283,515
2010-11-28,0.283,0.2846,0.27,5.407407,0.27,0.27,5746
2010-11-29,0.27,0.279,0.2151,29.707113,0.2299,0.2299,8802
2010-11-30,0.2299,0.2299,0.204,12.696078,0.2082,0.2082,4570
2010-12-01,0.2082,0.2299,0.2095,9.737470,0.2275,0.2275,1752
2010-12-02,0.2275,0.2553,0.218,17.110092,0.255,0.255,4800
2010-12-03,0.255,0.2552,0.243,5.020576,0.251,0.251,633
2010-12-04,0.251,0.2589,0.205,26.292683,0.205,0.205,6673
2010-12-05,0.205,0.235,0.19,23.684211,0.19,0.19,1178
2010-12-06,0.19,0.225,0.1841,22.216187,0.204,0.204,863
2010-12-07,0.204,0.2477,0.1701,45.620223,0.233,0.233,5411
2010-12-08,0.233,0.24,0.22,9.090909,0.2388,0.2388,789
2010-12-09,0.2388,0.233,0.1701,36.978248,0.2,0.2,4411
2010-12-10,0.2,0.204,0.1825,11.780822,0.204,0.204,328
2010-12-11,0.204,0.228,0.1907,19.559518,0.228,0.228,1267
2010-12-12,0.228,0.2279,0.2068,10.203095,0.22,0.22,418
2010-12-13,0.22,0.23,0.21,9.523810,0.2299,0.2299,1425
2010-12-14,0.2299,0.2468,0.21,17.523810,0.2467,0.2467,2403
2010-12-15,0.2467,0.246,0.238,3.361345,0.238,0.238,901
2010-12-16,0.238,0.255,0.2222,14.761476,0.25,0.25,3522
2010-12-17,0.25,0.249,0.24,3.750000,0.24,0.24,130
2010-12-18,0.24,0.2488,0.241,3.236515,0.241,0.241,41
2010-12-19,0.241,0.2499,0.24,4.125000,0.2401,0.2401,487
2010-12-20,0.2401,0.275,0.24,14.583333,0.267,0.267,2769
2010-12-21,0.267,0.267,0.24,11.250000,0.24,0.24,2291
2010-12-22,0.24,0.25,0.244,2.459016,0.25,0.25,949
2010-12-23,0.25,0.25,0.241,3.734440,0.25,0.25,2160
2010-12-24,0.25,0.25,0.242,3.305785,0.248,0.248,1252
2010-12-25,0.248,0.25,0.2475,1.010101,0.2499,0.2499,175
2010-12-26,0.2499,0.27,0.2464,9.577922,0.265,0.265,4203
2010-12-27,0.265,0.27,0.251,7.569721,0.265,0.265,1270
2010-12-28,0.265,0.281,0.2612,7.580398,0.281,0.281,4238
2010-12-29,0.281,0.301,0.271,11.070111,0.3,0.3,5363
2010-12-30,0.3,0.3,0.291,3.092784,0.3,0.3,759
2010-12-31,0.3,0.3,0.292,2.739726,0.3,0.3,428
2011-01-01,0.3,0.3,0.292,2.739726,0.3,0.3,841
2011-01-02,0.3,0.3,0.289,3.806228,0.3,0.3,1584
2011-01-03,0.3,0.2999,0.29,3.413793,0.295,0.295,420
2011-01-04,0.295,0.2999,0.289,3.771626,0.2989,0.2989,548
2011-01-05,0.2989,0.299,0.29,3.103448,0.299,0.299,106
2011-01-06,0.299,0.299,0.29,3.103448,0.298,0.298,1031
2011-01-07,0.298,0.322,0.2975,8.235294,0.32,0.32,13152
2011-01-08,0.32,0.3229,0.309,4.498382,0.3229,0.3229,512
2011-01-09,0.3229,0.323,0.3229,0.030969,0.323,0.323,546
2011-01-10,0.323,0.329,0.3175,3.622047,0.3266,0.3266,3360
2011-01-11,0.3266,0.3266,0.3176,2.833753,0.3266,0.3266,1578
2011-01-12,0.3266,0.3557,0.318,11.855346,0.3188,0.3188,10508
2011-01-13,0.3188,0.405,0.3176,27.518892,0.3176,0.3176,7147
2011-01-14,0.3176,0.45,0.3176,41.687657,0.4,0.4,10691
2011-01-15,0.4,0.4,0.385,3.896104,0.386,0.386,591
2011-01-16,0.386,0.4,0.386,3.626943,0.3868,0.3868,1085
2011-01-17,0.3868,0.3868,0.315,22.793651,0.3495,0.3495,6360
2011-01-18,0.3495,0.3495,0.305,14.590164,0.313,0.313,4950
2011-01-19,0.313,0.313,0.305,2.622951,0.313,0.313,2247
2011-01-20,0.313,0.39,0.31,25.806452,0.39,0.39,6900
2011-01-21,0.39,0.44,0.368,19.565217,0.4199,0.4199,3351
2011-01-22,0.4199,0.4443,0.39,13.923077,0.4443,0.4443,4513
2011-01-23,0.4443,0.4443,0.42,5.785714,0.4424,0.4424,505
2011-01-24,0.4424,0.4424,0.381,16.115486,0.4199,0.4199,4516
2011-01-25,0.4199,0.425,0.4,6.250000,0.41,0.41,901
2011-01-26,0.41,0.42,0.3904,7.581967,0.417,0.417,6315
2011-01-27,0.417,0.45,0.4085,10.159119,0.4212,0.4212,12086
2011-01-28,0.4212,0.446,0.4212,5.887939,0.446,0.446,2301
2011-01-29,0.446,0.445,0.43,3.488372,0.439,0.439,643
2011-01-30,0.439,0.48,0.445,7.865169,0.4799,0.4799,4775
2011-01-31,0.4799,0.95,0.47,102.127660,0.52,0.52,32708
2011-02-01,0.52,0.85,0.5201,63.430110,0.7,0.7,23264
2011-02-02,0.7,0.76,0.69,10.144928,0.716,0.716,4126
2011-02-03,0.716,0.75,0.6501,15.366867,0.69,0.69,6064
2011-02-04,0.69,0.88,0.67,31.343284,0.811,0.811,33965
2011-02-05,0.811,0.92,0.8115,13.370302,0.92,0.92,13634
2011-02-06,0.92,0.92,0.83,10.843373,0.8997,0.8997,7608
2011-02-07,0.8997,0.9,0.83,8.433735,0.89,0.89,1949
2011-02-08,0.89,0.918,0.8617,6.533596,0.918,0.918,6306
2011-02-09,0.918,1.09,0.82,32.926829,1.09,1.09,47455
2011-02-10,1.09,1.1,0.8,37.500000,0.9803,0.9803,25568
2011-02-11,0.9803,1.09,0.9264,17.659758,1.07,1.07,13213
2011-02-12,1.07,1.08,0.9906,9.024833,1.08,1.08,4353
2011-02-13,1.08,1.08,1.02,5.882353,1.05,1.05,3398
2011-02-14,1.05,1.08,1.03,4.854369,1.07,1.07,7532
2011-02-15,1.07,1.09,1.03,5.825243,1.05,1.05,9085
2011-02-16,1.05,1.05,1.02,2.941176,1.05,1.05,7465
2011-02-17,1.05,1.05,1.02,2.941176,1.04,1.04,4184
2011-02-18,1.04,1.04,0.7801,33.316242,0.8989,0.8989,32719
2011-02-19,0.8989,0.98,0.8376,17.000955,0.949,0.949,3454
2011-02-20,0.949,0.949,0.83,14.337349,0.85,0.85,8503
2011-02-21,0.85,0.8796,0.8313,5.810177,0.8345,0.8345,1435
2011-02-22,0.8345,0.95,0.8313,14.278840,0.8702,0.8702,10650
2011-02-23,0.8702,0.945,0.8681,8.858426,0.9,0.9,6057
2011-02-24,0.9,1.0,0.9,11.111111,0.9974,0.9974,12708
2011-02-25,0.9974,0.9998,0.9111,9.735485,0.9111,0.9111,4276
2011-02-26,0.9111,0.97,0.9106,6.523172,0.958,0.958,4452
2011-02-27,0.958,0.958,0.89,7.640449,0.89,0.89,21576
2011-02-28,0.89,0.92,0.845,8.875740,0.86,0.86,4108
2011-03-01,0.86,0.97,0.8502,14.090802,0.9202,0.9202,21413
2011-03-02,0.9202,0.94,0.9102,3.274006,0.9399,0.9399,2533
2011-03-03,0.9399,0.9399,0.91,3.285714,0.9391,0.9391,2520
2011-03-04,0.9391,0.9391,0.9001,4.332852,0.901,0.901,2469
2011-03-05,0.901,0.9189,0.8111,13.290593,0.9103,0.9103,11115
2011-03-06,0.9103,0.9098,0.81,12.320988,0.8999,0.8999,10775
2011-03-07,0.8999,0.909,0.846,7.446809,0.885,0.885,13527
2011-03-08,0.885,0.885,0.85,4.117647,0.87,0.87,3931
2011-03-09,0.87,0.87,0.85,2.352941,0.8645,0.8645,3881
2011-03-10,0.8645,0.9329,0.8497,9.791691,0.9329,0.9329,7895
2011-03-11,0.9329,0.925,0.8601,7.545634,0.88,0.88,3301
2011-03-12,0.88,0.9197,0.88,4.511364,0.918,0.918,4319
2011-03-13,0.918,0.918,0.8898,3.169252,0.8925,0.8925,595
2011-03-14,0.8925,0.9,0.88,2.272727,0.8949,0.8949,4676
2011-03-15,0.8949,0.8949,0.87,2.862069,0.87,0.87,2405
2011-03-16,0.87,0.88,0.836,5.263158,0.86,0.86,6761
2011-03-17,0.86,0.88,0.81,8.641975,0.8254,0.8254,6042
2011-03-18,0.8254,0.8506,0.71,19.802817,0.8165,0.8165,10971
2011-03-19,0.8165,0.797,0.7313,8.984001,0.765,0.765,7457
2011-03-20,0.765,0.79,0.7402,6.727911,0.7411,0.7411,4502
2011-03-21,0.7411,0.7724,0.7405,4.307900,0.759,0.759,2780
2011-03-22,0.759,0.81,0.7405,9.385550,0.809,0.809,9499
2011-03-23,0.809,0.85,0.78,8.974359,0.8497,0.8497,11029
2011-03-24,0.8497,0.9,0.8266,8.879748,0.8669,0.8669,12259
2011-03-25,0.8669,0.89,0.861,3.368177,0.8838,0.8838,4225
2011-03-26,0.8838,0.905,0.841,7.609988,0.8552,0.8552,10250
2011-03-27,0.8552,0.8721,0.8152,6.979882,0.82,0.82,4439
2011-03-27,0.82,0.85,0.76,11.842105,0.799,0.799,10141
2011-03-28,0.799,0.7997,0.7648,4.563285,0.7925,0.7925,3312
2011-03-29,0.7925,0.795,0.766,3.785901,0.7897,0.7897,2532
2011-03-30,0.7897,0.801,0.768,4.296875,0.7846,0.7846,5429
2011-03-31,0.7846,0.797,0.7741,2.958274,0.7741,0.7741,2483
2011-04-01,0.7741,0.7998,0.7741,3.319984,0.782,0.782,1965
2011-04-02,0.782,0.7949,0.777,2.303732,0.779,0.779,3074
2011-04-03,0.779,0.785,0.5619,39.704574,0.68,0.68,21652
2011-04-04,0.68,0.7478,0.58,28.931034,0.71,0.71,6522
2011-04-05,0.71,0.75,0.6902,8.664155,0.74,0.74,6264
2011-04-06,0.74,0.7849,0.7205,8.938237,0.7538,0.7538,8178
2011-04-07,0.7538,0.799,0.7309,9.317280,0.75,0.75,13854
2011-04-08,0.75,0.7676,0.7205,6.537127,0.73,0.73,8940
2011-04-09,0.73,0.7589,0.71,6.887324,0.7369,0.7369,3946
2011-04-10,0.7369,0.799,0.7103,12.487681,0.77,0.77,11255
2011-04-11,0.77,0.899,0.7703,16.707776,0.86,0.86,41333
2011-04-12,0.86,1.0,0.86,16.279070,0.9225,0.9225,40467
2011-04-13,0.9225,1.0,0.91,9.890110,1.0,1.0,29643
2011-04-14,1.0,1.09,0.911,19.648738,0.9899,0.9899,50488
2011-04-15,0.9899,1.1,0.9541,15.291898,1.05,1.05,30097
2011-04-16,1.05,1.14,1.03,10.679612,1.11,1.11,26085
2011-04-17,1.11,1.2,1.11,8.108108,1.16,1.16,31552
2011-04-18,1.16,1.2,1.14,5.263158,1.2,1.2,14782
2011-04-19,1.2,1.2,1.13,6.194690,1.14,1.14,24691
2011-04-20,1.14,1.21,1.14,6.140351,1.21,1.21,46345
2011-04-21,1.21,1.41,1.19,18.487395,1.41,1.41,50929
2011-04-22,1.41,1.95,1.32,47.727273,1.7,1.7,103242
2011-04-23,1.7,1.95,1.6,21.875000,1.63,1.63,36076
2011-04-24,1.63,1.7,1.52,11.842105,1.56,1.56,21226
2011-04-25,1.56,1.79,1.53,16.993464,1.79,1.79,40211
2011-04-26,1.79,1.95,1.72,13.372093,1.9,1.9,62403
2011-04-27,1.9,2.65,1.66,59.638554,2.21,2.21,203392
2011-04-28,2.21,2.95,2.21,33.484163,2.88,2.88,148954
2011-04-29,2.88,4.15,2.75,50.909091,3.5,3.5,214977
2011-04-30,3.5,3.87,2.5,54.800000,3.03,3.03,143521
2011-05-01,3.03,3.5,3.03,15.511551,3.2,3.2,59421
2011-05-02,3.2,3.49,3.11,12.218650,3.41,3.41,56187
2011-05-03,3.41,3.58,3.25,10.153846,3.41,3.41,59434
2011-05-04,3.41,3.45,3.33,3.603604,3.33,3.33,52331
2011-05-05,3.33,3.61,3.29,9.726444,3.45,3.45,80063
2011-05-06,3.45,3.7,3.43,7.871720,3.64,3.64,64359
2011-05-07,3.64,3.94,3.63,8.539945,3.87,3.87,79620
2011-05-08,3.87,3.9,3.69,5.691057,3.8,3.8,43805
2011-05-09,3.8,5.99,3.81,57.217848,5.81,5.81,266466
2011-05-10,5.81,6.07,4.6,31.956522,5.5,5.5,281496
2011-05-11,5.5,6.49,5.22,24.329502,6.3,6.3,184839
2011-05-12,6.3,8.45,6.32,33.702532,8.2,8.2,478840
2011-05-13,8.2,8.9,5.83,52.658662,7.2,7.2,435571
2011-05-14,7.2,7.78,6.2,25.483871,6.99,6.99,123255
2011-05-15,6.99,8.5,6.75,25.925926,8.03,8.03,343050
2011-05-16,8.03,8.39,6.98,20.200573,7.19,7.19,265868
2011-05-17,7.19,7.5,6.6,13.636364,6.88,6.88,181331
2011-05-18,6.88,7.34,6.61,11.043873,6.81,6.81,170134
2011-05-19,6.81,7.1,5.58,27.240143,5.59,5.59,278992
2011-05-20,5.59,6.52,5.58,16.845878,6.12,6.12,185640
2011-05-21,6.12,6.76,5.99,12.854758,6.69,6.69,154432
2011-05-22,6.69,7.45,6.69,11.360239,7.15,7.15,250601
2011-05-23,7.15,7.51,6.96,7.902299,7.42,7.42,211827
2011-05-24,7.42,9.33,7.22,29.224377,8.4,8.4,510905
2011-05-25,8.4,8.99,8.01,12.234707,8.8,8.8,244820
2011-05-26,8.8,8.83,8.5,3.882353,8.5,8.5,125149
2011-05-27,8.5,8.7,8.11,7.274969,8.3,8.3,103463
2011-05-28,8.3,8.49,8.1,4.814815,8.43,8.43,62138
2011-05-29,8.43,9.0,8.25,9.090909,8.8,8.8,154258
2011-05-30,8.8,9.5,8.1,17.283951,8.74,8.74,406882
2011-05-31,8.74,9.7,8.3,16.867470,9.57,9.57,400564
2011-06-01,9.57,10.89,9.5,14.631579,10.6,10.6,415112
2011-06-02,10.6,14.5,10.58,37.051040,14.29,14.29,954513
2011-06-03,14.29,18.889999,14.04,34.544152,18.889999,18.889999,729670
2011-06-04,18.889999,19.0,16.200001,17.283943,16.700001,16.700001,420612
2011-06-05,16.700001,19.23,16.450001,16.899689,18.549999,18.549999,1016927
2011-06-06,18.549999,24.32,18.26,33.187295,23.92,23.92,1068903
2011-06-07,23.92,31.91,22.209999,43.674027,29.6,29.6,2858820
2011-06-08,29.6,31.5,26.15,20.458891,28.92,28.92,1861589
2011-06-09,28.92,29.4,20.01,46.926537,23.950001,23.950001,2274786
2011-06-10,23.950001,23.99,13.0,84.538462,14.65,14.65,2146587
2011-06-11,14.65,24.99,10.25,143.804878,18.549999,18.549999,2451134
2011-06-12,18.549999,24.5,16.0,53.125000,19.84,19.84,1476239
2011-06-13,19.84,20.5,18.0,13.888889,19.280001000000002,19.280001000000002,696003
2011-06-14,19.280001000000002,20.0,19.02,5.152471,19.49,19.49,545336
2011-06-15,19.49,19.889999,17.0,16.999994,17.0,17.0,927743
2011-06-16,17.0,18.34,13.0,41.076923,15.68,15.68,1684353
2011-06-17,15.68,16.950001,15.05,12.624591,16.889999,16.889999,569949
2011-06-18,16.889999,18.879998999999998,16.85,12.047472,17.51,17.51,536267
2011-06-19,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-20,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-21,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-22,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-23,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-24,17.51,17.51,17.51,0.000000,17.51,17.51,0
2011-06-25,17.51,17.51,14.01,24.982156,16.450001,16.450001,234621
2011-06-26,16.450001,18.0,15.0,20.000000,16.75,16.75,535096
2011-06-27,16.75,17.52,16.5,6.181818,16.950001,16.950001,413032
2011-06-28,16.950001,17.200001,16.67,3.179370,16.85,16.85,355303
2011-06-29,16.85,17.0,15.73,8.073744,16.1,16.1,577145
2011-06-30,16.1,16.74,15.26,9.698558,15.4,15.4,529197
2011-07-01,15.4,15.8,15.27,3.470858,15.4,15.4,302134
2011-07-02,15.4,15.69,15.31,2.482038,15.44,15.44,259875
2011-07-03,15.44,15.49,13.14,17.884323,13.86,13.86,756913
2011-07-04,13.86,15.0,11.0,36.363636,12.91,12.91,1076305
2011-07-05,12.91,16.5,12.67,30.228887,14.78,14.78,1655319
2011-07-06,14.78,15.9,14.5,9.655172,14.78,14.78,825452
2011-07-07,14.78,15.64,13.9,12.517986,14.31,14.31,500143
2011-07-08,14.31,14.7,14.02,4.850214,14.38,14.38,171329
2011-07-09,14.38,15.68,14.35,9.268293,14.9,14.9,682903
2011-07-10,14.9,15.2,13.8,10.144928,14.21,14.21,706457
2011-07-11,14.21,14.64,13.9,5.323741,14.01,14.01,372986
2011-07-12,14.01,14.15,13.91,1.725377,13.95,13.95,145032
2011-07-13,13.95,14.07,13.7,2.700730,13.99,13.99,245982
2011-07-14,13.99,14.09,13.5,4.370370,13.81,13.81,344982
2011-07-15,13.81,13.81,13.5,2.296296,13.72,13.72,235142
2011-07-16,13.72,13.75,13.02,5.606759,13.16,13.16,458510
2011-07-17,13.16,13.92,12.51,11.270983,13.48,13.48,988903
2011-07-18,13.48,14.7,13.44,9.375000,13.85,13.85,948485
2011-07-19,13.85,14.0,13.4,4.477612,13.69,13.69,317332
2011-07-20,13.69,13.78,13.4,2.835821,13.61,13.61,341665
2011-07-21,13.61,13.81,13.45,2.676580,13.7,13.7,207044
2011-07-22,13.7,13.76,13.51,1.850481,13.68,13.68,306380
2011-07-23,13.68,14.1,13.6,3.676471,13.98,13.98,369041
2011-07-24,13.98,14.72,13.76,6.976744,14.05,14.05,448277
2011-07-25,14.05,14.05,13.77,2.033406,13.88,13.88,233585
